question_id,article_id,article_title,question,option_A,option_B,option_C,option_D,correct_answer,option_A_explanation,option_B_explanation,option_C_explanation,option_D_explanation,DOK,CCSS,grade,question_source,qc_score,qc_passed,content_hash,qc_hash,hash_match,parent_question_id,fix_timestamp,fix_strategy,fix_run_id
quiz_302047_sibling_1,article_101006,"Alice’s Adventures in Wonderland, Part III",What is the main message the author shows through Alice's experiences with the characters she meets?,People should always be polite even when others are rude.,"Sometimes the world doesn't make sense, but you keep trying anyway.",It's important to ask many questions to get good answers.,You should avoid talking to strangers in unfamiliar places.,B,"While Alice tries to be polite at first, this isn't the main message shown throughout her encounters with the nonsensical characters.","This is correct. The author shows through Alice's journey that she encounters illogical situations (directions that don't help, disappearing cats, rude tea party hosts) but continues forward despite the confusion.","Although Alice asks questions, the characters give unhelpful or confusing answers, so this isn't the central message.","Alice continues to interact with the strange characters rather than avoiding them, so this doesn't reflect the main message.",3,RL.3.2,3,extended,1.00,True,3644d29420c6,3644d29420c6,True,quiz_302047,2025-12-20T14:20:18.894401,full_regeneration,20251220_142006
quiz_302047_sibling_2,article_101006,"Alice’s Adventures in Wonderland, Part III",What message does the story convey through the Mad Hatter asking a riddle without knowing the answer?,Some questions are meant to have no answers.,Riddles are only fun when you can solve them.,Wonderland is a place where things don't make sense.,It is rude to ask questions you cannot answer.,C,"While the riddle has no answer, this misses the broader message. The text uses this detail as one example among many to show how nonsensical Wonderland is as a place.","The text doesn't suggest riddles need solutions to be fun. Alice thinks solving it will be fun, but the lack of an answer emphasizes Wonderland's absurdity rather than commenting on riddle enjoyment.","Correct! The riddle without an answer is one of many strange events (disappearing cat, rude tea party hosts, confusing conversations) that convey the central message that Wonderland doesn't follow normal rules. To identify this message, look at how multiple odd details work together to create meaning.","The story doesn't present the riddle as rude. Instead, it's another example of Wonderland's strangeness. The March Hare's rudeness is about Alice sitting uninvited, not about the riddle.",3,RL.3.2,3,extended,0.91,True,c483db6d5b0e,c483db6d5b0e,True,quiz_302047,,,
quiz_302047_sibling_3,article_101006,"Alice’s Adventures in Wonderland, Part III","Based on the entire passage, what central idea does the author convey about Alice's journey?",Making new friends requires patience and kindness.,Strange experiences can be frustrating and confusing.,Animals make better companions than people do.,Solving riddles helps you learn important lessons.,B,"While Alice tries to be polite, the passage doesn't focus on friendship-building. Instead, it emphasizes how the odd characters and situations confuse and frustrate Alice.","Correct! Throughout the passage, Alice encounters strange events (vanishing cat, rude tea party, riddle with no answer) that confuse her. The text repeatedly shows her getting 'tired,' expressing 'worry,' feeling 'anger,' and getting 'frustrated.' To identify the central idea, look at recurring patterns in how Alice responds to her experiences.","The passage doesn't compare animals to people as companions. Both the animal characters (Cat, March Hare) and the human character (Mad Hatter) are equally strange and unhelpful to Alice.",The riddle actually has no answer and doesn't teach Alice anything. This detail supports the message about confusion rather than learning lessons through problem-solving.,3,RL.3.2,3,extended,1.00,True,9e077c068128,9e077c068128,True,quiz_302047,,,
quiz_302047_sibling_4,article_101006,"Alice’s Adventures in Wonderland, Part III",What main message does the author share through Alice's conversations in Wonderland?,Friends should always help each other.,Talking can sometimes be confusing.,People should be kind to strangers.,Children must listen to adults.,B,This is incorrect because the characters in Wonderland don't really help Alice - the Cat gives unhelpful directions and the tea party hosts are rude to her.,"This is correct because throughout the passage, Alice has confusing conversations where words don't mean what she expects - the Cat's circular logic, the March Hare offering non-existent lemonade, and the Mad Hatter's word games.","This is incorrect because the characters Alice meets are not particularly kind - they tell her there's no room, offer things that don't exist, and speak in riddles.","This is incorrect because the passage doesn't focus on adult-child relationships or obedience, but rather on Alice trying to make sense of nonsensical conversations.",3,RL.3.2,3,extended,1.00,True,7531ed7f2a2a,ce2878b10cfc,False,quiz_302047,2025-12-20T01:40:19.823548,full_regeneration,20251220_013656
quiz_302048,article_101006,"Alice’s Adventures in Wonderland, Part III",Read this outline about Alice's journey. I. Characters Alice meetsA. Cheshire Cat B. Mad Hatter C. ___________ Which character belongs in the blank in the outline?,Queen of Hearts,March Hare,Caterpillar,White Rabbit,B,"You may have remembered the Queen of Hearts from other parts of the story, but she isn’t in this passage. Look at the tea table scene: “Have some lemonade,” the March Hare offered, and only the March Hare, Mad Hatter, and Dormouse are there—so the correct answer is March Hare. Next time, reread the exact line that answers the question and make sure your choice is a character named in that part of the text.","Great job identifying key details by noticing which character made the offer. The text supports your answer: “Have some lemonade,” the March Hare offered. Next time, follow the dialogue tags (who says what) or underline the speaker’s name to quickly match quotes to the right character.","You may have been thinking of a different part of the book, but in this passage the Caterpillar never appears. Look at the line, “Have some lemonade,” the March Hare offered—this shows the action belongs to the March Hare, not the Caterpillar. Next time, match the exact words in the text to the character named, and make sure your answer uses someone who is actually in the passage.","You may have mixed up the characters and picked the White Rabbit, but the story says, “Have some lemonade,” the March Hare offered—so he is the one. The White Rabbit is not at this tea party; only the March Hare, the Mad Hatter, and the Dormouse are there. Next time, reread that part and check who is speaking and which characters are actually in the scene before choosing your answer.",3,RL.3.7,3,original,0.91,True,52faf27ff841,52faf27ff841,True,,,,
quiz_302048_sibling_1,article_101006,"Alice’s Adventures in Wonderland, Part III",Which text details best help readers understand that the Cheshire Cat is mysterious and magical?,He sits on a tree branch and has a big grin on his face,He points his paw and tells Alice about the Mad Hatter and March Hare,"He slowly disappears piece by piece, leaving only his floating grin behind","He says that everyone in Wonderland is mad, including Alice and himself",C,"While the Cat's appearance is unusual, sitting on a branch and grinning doesn't clearly show magical abilities - these could be normal cat behaviors.","Pointing and giving directions shows the Cat is helpful and knowledgeable, but doesn't demonstrate mysterious or magical qualities.",The Cat's ability to disappear gradually while leaving his grin floating in the air is clearly magical and mysterious - this is impossible in the real world.,"The Cat's statement about madness shows his understanding of Wonderland, but making observations doesn't demonstrate magical powers.",3,RL.3.7,3,extended,0.91,True,d739bfe9de38,ad6989e6c623,False,quiz_302048,2025-12-20T01:40:30.634459,full_regeneration,20251220_013656
quiz_302048_sibling_2,article_101006,"Alice’s Adventures in Wonderland, Part III",Look at this timeline of events:  1. Alice talks to Cheshire Cat  2. Cat points to where Mad Hatter lives  3. _________  4. Alice arrives at tea party  Which event belongs in blank 3?,The Cat slowly disappears leaving his grin,Alice asks many questions about a story,The March Hare offers Alice lemonade,Alice sits in a big chair at the table,A,"Correct! After the Cat points to where the Mad Hatter lives, the text states: 'Then something very strange happened. The Cat began to disappear slowly.' This happens before Alice leaves to go to the tea party. To complete timelines, track the order events occur in the passage.","Alice asks questions about the Dormouse's story, but this happens during the tea party (event 4), not before she arrives there. This event comes later in the timeline.","The March Hare offers lemonade after Alice arrives at the tea party and sits down. This is part of event 4, not something that happens before it.","Alice sitting in a chair happens after she arrives at the tea party, so it's part of event 4. Event 3 needs to show what happens between the Cat's conversation and Alice's arrival.",3,RL.3.7,3,extended,0.82,True,e5e1f17b8160,e5e1f17b8160,True,quiz_302048,,,
quiz_302048_sibling_3,article_101006,"Alice’s Adventures in Wonderland, Part III",Which text details work together to show that the Cheshire Cat has magical powers?,He sits on a tree branch and has a big grin,He disappears slowly leaving only his smile floating,He points directions and talks about mad people,He asks Alice where she wants to go in Wonderland,B,Incorrect - These are normal physical features that don't demonstrate magical abilities,"Correct - The text explicitly describes the magical disappearing act where parts vanish in sequence, leaving an impossible floating grin","Incorrect - Giving directions and sharing information are ordinary conversational actions, not magical powers",Incorrect - Asking questions is normal dialogue and doesn't show any supernatural abilities,3,RL.3.7,3,extended,0.91,True,31a6c307b0ae,31a6c307b0ae,True,quiz_302048,2025-12-20T14:20:29.143062,full_regeneration,20251220_142006
quiz_302048_sibling_4,article_101006,"Alice’s Adventures in Wonderland, Part III","Look at this simple chart about Alice's journey:

Alice's Adventures
1. Meets Cheshire Cat - gets directions
2. Visits tea party - joins Mad Hatter and friends
3. Hears riddle - tries to solve puzzle

Which information from the story should be added to make the chart more complete?",Alice politely asks the Cat for help finding her way home,Alice sits in a big chair even though no one invited her,Alice thinks the Cat's grin floating in the air is very curious,Alice says she means what she says to the March Hare,C,"This detail is already covered in step 1 about getting directions, so it wouldn't add new information to make the chart more complete","This detail is already covered in step 2 about joining the tea party, so it wouldn't add new information to make the chart more complete","This is correct because the chart is missing the important event where the Cheshire Cat disappears and leaves only his grin, which happens between steps 1 and 2 and would make the chart more complete","This detail is already covered in step 3 about the puzzle/conversation, so it wouldn't add new information to make the chart more complete",3,RL.3.7,3,extended,0.82,True,342fff73852d,c436459f3a88,False,quiz_302048,2025-12-20T01:40:53.242529,full_regeneration,20251220_013656
quiz_302049,article_101006,"Alice’s Adventures in Wonderland, Part III",What is one way the author shows that Wonderland is a strange place?,The Cheshire Cat disappears until only his grin is left.,Alice is welcomed and invited to sit at the tea table.,The March Hare pours lemonade for Alice to drink.,The Mad Hatter gives the answer to his riddle right away.,A,"Great job! You identified a key detail by noticing exactly what happened to the Cheshire Cat. The text says, “The Cat began to disappear slowly… finally everything was gone except his grin,” which matches your answer. Remember, when a question asks what happened, reread the sentences with signal words like “Then” or “Finally” to find the exact detail.","It looks like you mixed up events and thought Alice was welcomed, but the text says they shouted, “No room! No room!” and “nobody invited you,” so she wasn’t invited. In the part just before the tea scene, “the Cat began to disappear… finally everything was gone except his grin,” which matches the correct answer. Next time, reread the exact paragraph the question is asking about and match your choice to the words in that part of the text.","You might have thought that because the March Hare offered lemonade, he poured it, but the text says Alice looked around and said, 'I don't see any lemonade,' and the March Hare answered, 'There isn't any lemonade,' so no pouring happened. The correct detail is that the Cheshire Cat disappeared until only his grin was left. Next time, reread the lines after the part you pick to make sure the story really says it happens.","You may have mixed up the tea-party scene, thinking the Hatter answered his riddle, but the text says, “I have no idea,” said the Mad Hatter—so he never gives an answer. The passage does say the Cheshire Cat “vanished… until only his grin was left,” which is why that choice is correct. Next time, reread the lines about each choice and make sure the words in the text match your answer.",2,RL.3.5,3,original,0.82,True,d74d3b7063ff,d74d3b7063ff,True,,,,
quiz_302049_sibling_1,article_101006,"Alice’s Adventures in Wonderland, Part III",Which part of the passage shows when Alice arrives at the tea party?,When she talks to the Cheshire Cat,When she continues walking to a house,When the March Hare offers lemonade,When the Mad Hatter asks a riddle,B,This happens earlier in the passage before Alice gets to the tea party location,This is correct - the text states 'Alice continued walking until she came to a house' which marks her arrival at the tea party setting,This happens after Alice has already arrived and sat down at the table,"This occurs later in the conversation, well after Alice's arrival",2,RL.3.5,3,extended,1.00,True,45fbeea1737b,45fbeea1737b,True,quiz_302049,2025-12-20T16:18:33.780988,full_regeneration,20251220_161823
quiz_302049_sibling_2,article_101006,"Alice’s Adventures in Wonderland, Part III",What does the author emphasize about Wonderland by describing the tea party hosts as 'crowded together at just one corner' of a large table?,The characters in Wonderland prefer to be close together.,The characters in Wonderland behave in illogical ways.,The characters in Wonderland are afraid of large spaces.,The characters in Wonderland are unfriendly to visitors.,B,"The detail doesn't suggest they prefer closeness. When Alice sits down, they complain there's no room despite plenty of space. This contradicts the idea that they want to be together.","Correct! Crowding together at one corner when the table is 'very big' makes no logical sense, especially when they then claim there's no room for Alice. This detail emphasizes how Wonderland characters act illogically. To understand author's emphasis, consider what message a specific detail conveys about the larger setting or theme.","There's no indication they fear large spaces. They simply choose to sit together at one corner for no explained reason, which is another example of Wonderland's nonsensical nature.","While they are rude to Alice, the crowding detail emphasizes illogical behavior rather than unfriendliness. Their rudeness is shown through dialogue (saying no room, not inviting her), not through their seating arrangement.",2,RL.3.5,3,extended,0.82,True,5e2e76981533,5e2e76981533,True,quiz_302049,,,
quiz_302049_sibling_3,article_101006,"Alice’s Adventures in Wonderland, Part III",Which sentence from the passage shows the beginning of the conversation between Alice and the Cheshire Cat?,"""Cheshire Cat,"" Alice said politely, ""can you please tell me which way I should go from here?""","""That depends on where you want to go,"" said the Cat with his big smile.","""I don't really care where I go,"" Alice replied.","""Then it doesn't matter which path you take,"" the Cat said back to her.",A,This is correct because it shows Alice starting the conversation by addressing the Cheshire Cat and asking her first question.,"This is incorrect because this is the Cat's response to Alice's question, not the beginning of their conversation.","This is incorrect because this is Alice's second statement in the conversation, after the Cat has already responded.","This is incorrect because this is the Cat's second response, which comes later in their conversation.",2,RL.3.5,3,extended,0.82,True,b34181386fbd,d5360ec9925b,False,quiz_302049,2025-12-20T01:41:10.500977,full_regeneration,20251220_013656
quiz_302049_sibling_4,article_101006,"Alice’s Adventures in Wonderland, Part III","In paragraph 1, which part of the conversation with the Cheshire Cat happens BEFORE Alice says 'I just want to get somewhere'?",The Cat tells Alice she will get somewhere eventually.,The Cat says it depends on where Alice wants to go.,The Cat explains that Alice can take any path.,The Cat points his paw toward the Mad Hatter's house.,B,"The Cat says 'you will definitely get somewhere if you keep walking long enough' AFTER Alice says she wants to get somewhere. This is the Cat's response to her statement, not something that comes before it.","Correct! The sequence is: Alice asks which way to go, the Cat responds 'That depends on where you want to go,' Alice says she doesn't care, the Cat says it doesn't matter which path, then Alice adds 'I just want to get somewhere.' To answer questions about text parts, carefully track the order of dialogue exchanges.","The Cat says 'it doesn't matter which path you take' after Alice says she doesn't care where she goes, but before she adds that she wants to get somewhere. This comes between other statements, not before.","The Cat points his paw in paragraph 2 when discussing who lives in different directions. This happens later in their conversation, after the discussion about paths and destinations.",2,RL.3.5,3,extended,0.82,True,e2406c77a39f,e2406c77a39f,True,quiz_302049,,,
quiz_302054,article_101007,"Alice’s Adventures in Wonderland, Part IV",How does Alice most likely feel when the Queen screams 'Off with her head!' at the trial?,confused,scared,brave,excited,C,"You may have focused on the earlier part where the school stories were “odd and confusing,” but look at the trial scene: Alice says “Stuff and nonsense!” and “I won’t!” and the text even says “Alice replied bravely,” showing she was brave, not confused. To get the right answer, match the character trait to the exact scene the question is about and reread for clue words (like “bravely”) that name how the character acts.","You may have focused on the Queen shouting “Off with her head!” and assumed Alice felt scared, but the text says, “I won’t!” Alice replied bravely, and she also says, “Stuff and nonsense!”—she speaks up instead of staying quiet. The right answer is brave because she stands up to the Queen. Next time, reread for clue words that name feelings (like “bravely”) and make sure your choice matches what the character actually does.","You successfully identified a character trait by using key details. The text shows Alice is brave when she stands up to the Queen: “Stuff and nonsense!” and “I won’t!” Alice replied bravely. Next time, look for a character’s actions, dialogue, and clue words (like bravely) to figure out traits.","You may have focused on a different part of the story—at the end “Alice was so excited to tell her sister”—but in the trial scene the text says, “I won’t!” Alice replied bravely, even as the Queen yelled “Off with her head!”, showing she was brave, not excited. Next time, match your answer to the exact moment asked about and use clue words in the sentence (like “bravely”) to choose the best trait.",2,RL.3.3,3,original,0.91,True,fc96a0a2a4f2,fc96a0a2a4f2,True,,,,
quiz_302054_sibling_1,article_101007,"Alice’s Adventures in Wonderland, Part IV",What does the Queen's action of shouting 'Off with his head!' and 'Off with her head!' during the croquet game show about her character?,She is playful and enjoys making jokes,She is angry and impatient with everyone,She is kind and wants everyone to have fun,She is confused and does not understand the game,B,"Incorrect. The Queen's shouting indicates anger, not playfulness. Repeatedly threatening people shows she is not joking or being lighthearted. Look for evidence about her emotional state in the croquet scene.","Correct! The text states 'The Queen got very angry and kept shouting' these threatening words at everyone during the game. This shows she is an angry, impatient character who loses her temper frequently. This character trait is demonstrated through her repeated angry outbursts.","Incorrect. Threatening to cut off people's heads is not kind behavior. The text describes her as 'very angry,' which is the opposite of kind. Reread the croquet scene to see how the Queen treats the players.","Incorrect. The Queen's shouting shows anger, not confusion. She understands what is happening but reacts with rage instead of confusion. Pay attention to the emotion words the author uses to describe her.",2,RL.3.3,3,extended,0.82,True,5a53a68ea877,5a53a68ea877,True,quiz_302054,,,
quiz_302054_sibling_2,article_101007,"Alice’s Adventures in Wonderland, Part IV",How does Alice's flamingo mallet make it difficult for her to play croquet?,It is too heavy for Alice to lift,It keeps moving around because it is alive,It is too short to reach the hedgehogs,It makes loud noises that scare her,B,"Incorrect. The text does not mention the flamingo being heavy. The problem is that 'It kept moving around because it was alive,' not that it was too heavy to lift. Reread the description of Alice's difficulty with the mallet.",Correct! The passage directly states 'Alice had a hard time holding her flamingo mallet. It kept moving around because it was alive.' This shows that the living flamingo's movement was what made it difficult for Alice to use as a croquet mallet.,Incorrect. The text does not describe the flamingo as being too short. The actual problem was its movement: 'It kept moving around because it was alive.' Look for what the text actually says about the flamingo's behavior.,Incorrect. There is no mention of the flamingo making loud noises in the text. The difficulty was that 'It kept moving around because it was alive.' Focus on the specific challenge Alice faced as described in the passage.,2,RL.3.3,3,extended,1.00,True,64d2a5762f87,64d2a5762f87,True,quiz_302054,,,
quiz_302054_sibling_3,article_101007,"Alice’s Adventures in Wonderland, Part IV","Based on the croquet game description, what character trait does Alice show when she continues trying to play despite all the difficulties?",She is determined to do her best,She is eager to win the game,She is worried about the Queen,She is bored with the activity,A,"Correct! Despite the bumpy ground, moving flamingo mallet, walking hedgehog balls, and everyone playing at once, Alice keeps trying to play the game. This persistence in the face of multiple challenges demonstrates her determination to participate and do her best even in difficult circumstances.","Incorrect. The text does not mention Alice wanting to win. It describes her struggling with the strange equipment and conditions, but does not indicate competitive motivation. Look at what her actions show about her character, not her goals.","Incorrect. While the Queen is angry during the game, the text does not suggest Alice continues playing because she is worried about the Queen. Focus on what Alice's persistence despite difficulties reveals about her character.","Incorrect. If Alice were bored, she would not continue trying to play. Her efforts to use the flamingo mallet and deal with the hedgehog balls show engagement, not boredom. Consider what her continued attempts reveal about her attitude.",2,RL.3.3,3,extended,1.00,True,83d67b4f0413,83d67b4f0413,True,quiz_302054,,,
quiz_302054_sibling_4,article_101007,"Alice’s Adventures in Wonderland, Part IV",What do the Gryphon and Mock Turtle's actions of telling stories about school show about these characters?,They miss their time as students,They want to teach Alice new subjects,They are confused about where they are,They are trying to trick Alice,A,"Correct! When characters share memories and 'told Alice and the Queen stories about when they went to school,' it shows they are reminiscing about their past. Talking about their school subjects and experiences indicates they miss or value those times enough to share them with others.","Incorrect. While they talk about subjects they studied, they are telling stories about their own past, not teaching Alice. The text says they 'told stories about when they went to school,' not that they were instructing Alice. Notice the difference between sharing memories and teaching.","Incorrect. The Gryphon and Mock Turtle clearly remember their school experiences and can describe them in detail. This shows they are not confused. Their detailed stories about subjects indicate clear memories, not confusion.","Incorrect. There is no evidence they are being deceptive. They are simply sharing their school memories. The text presents their storytelling as genuine reminiscing, not as an attempt to trick anyone. Look for the characters' actual intentions.",2,RL.3.3,3,extended,0.82,True,598f66168f0c,598f66168f0c,True,quiz_302054,,,
quiz_302055,article_101007,"Alice’s Adventures in Wonderland, Part IV",What does Alice say during the trial when the Queen wants to give the sentence before the jury decides?,"""Stuff and nonsense!""","""Off with his head!""","""Yes, Your Majesty!""","""Let's play croquet!""",A,"Great job! You identified a key detail by choosing Alice’s exact words during the trial. The text supports this when it says, “Stuff and nonsense!” Alice said loudly. Remember to look for quotation marks and reread the sentence to find the exact words a character says.","It looks like you mixed up who was speaking—“Off with his head!” is what the Queen shouts, not Alice. The text says, “The Queen got very angry and kept shouting, ‘Off with his head!’,” but at the trial, it says, “’Stuff and nonsense!’ Alice said loudly,” so the correct answer is “Stuff and nonsense!” Next time, reread the sentence before the quote to see who is talking and make sure the words match that character.","You may have expected Alice to be polite to the Queen, but look at the text: “Stuff and nonsense!” Alice said loudly… and then she adds, “I won’t!”, which shows she disagreed, not “Yes, Your Majesty!” The correct answer is “Stuff and nonsense!” because those are Alice’s exact words in the scene. Next time, match your answer to the exact quote in the passage and check who is speaking by rereading the lines before and after.","It looks like you focused on the croquet scene instead of the trial scene, but notice the trial lines: “The Queen said they should announce the punishment…” and “Stuff and nonsense!” Alice said loudly—this shows she thinks the trial is unfair. “Let’s play croquet!” fits the game part, not the trial, so it doesn’t answer the question. Next time, reread the part of the text the question is about and pick a quote from that moment—here, “Stuff and nonsense!” is the correct one.",3,RL.3.2,3,original,0.91,True,14d557ec0a45,14d557ec0a45,True,,,,
quiz_302055_sibling_1,article_101007,"Alice’s Adventures in Wonderland, Part IV",What central message does the author convey through Alice's experiences with the unfair rules in both the croquet game and the trial?,Authority figures should always be respected even when they are wrong,Standing up for what is right is important even when facing powerful opponents,Games and trials should follow the same basic rules and procedures,People in charge naturally make better decisions than ordinary individuals,B,"This is incorrect because Alice actually challenges the Queen's authority when she believes it is wrong, and the story presents this as positive behavior.","This is correct because Alice speaks out against unfairness in both situations - challenging the chaotic croquet rules and boldly opposing the backwards trial procedure, showing courage in defending justice.","This is incorrect because the message is not about comparing games and trials, but about Alice's moral courage in challenging unfair authority.",This is incorrect because the Queen's poor decisions and unfair rules demonstrate the opposite - that being in charge does not automatically make someone right.,3,RL.3.2,3,extended,0.82,True,4d99203a6fe1,af8bdf541699,False,quiz_302055,2025-12-20T01:41:20.608193,full_regeneration,20251220_013656
quiz_302055_sibling_2,article_101007,"Alice’s Adventures in Wonderland, Part IV",What message does the story convey through Alice's conversation with the Mock Turtle and Gryphon about school subjects?,Real school subjects are more important than made-up ones,Wonderland operates by its own strange rules and logic,Students should always pay attention in class,Teachers must explain things clearly to students,B,"Incorrect. The story does not compare the value of real versus imaginary subjects. Instead, it shows how different Wonderland is. The focus is on the oddness of Wonderland, not on judging which subjects are better.","Correct! The Mock Turtle and Gryphon describe studying subjects with 'funny names like Reeling, Writhing, and Ambition' and 'ancient and modern Mystery' - subjects Alice 'had never studied' in real school. This demonstrates that Wonderland has its own peculiar system that doesn't match reality, conveying the message that this dream world has its own bizarre logic.","Incorrect. The story is not teaching about classroom behavior. The strange subject names show how different Wonderland is from reality, not lessons about being a good student. Look for what the unusual subjects reveal about Wonderland itself.","Incorrect. The passage notes that 'nobody gave her an answer that made sense,' but this is used to show Wonderland's confusing nature, not to teach about good teaching practices. Focus on what these odd details reveal about the dream world.",3,RL.3.2,3,extended,0.91,True,da16b0d269af,da16b0d269af,True,quiz_302055,,,
quiz_302055_sibling_3,article_101007,"Alice’s Adventures in Wonderland, Part IV",What is the main lesson Alice learns throughout her adventures in Wonderland?,Playing games with others is always fun and exciting.,Speaking up for what is right takes courage and bravery.,Following rules is the most important thing to do.,Making new friends helps solve difficult problems.,B,"This is incorrect because the games in Wonderland were messy and chaotic, not fun for Alice.","This is correct because Alice shows courage when she stands up to the Queen at the trial, saying 'Stuff and nonsense!' and 'I won't!' even when threatened.",This is incorrect because Alice actually breaks rules and challenges authority figures like the Queen.,This is incorrect because Alice doesn't really make lasting friendships that help her solve problems in the story.,3,RL.3.2,3,extended,0.82,True,eaeca61a14c6,5aa0303c65f8,False,quiz_302055,2025-12-20T01:41:29.368555,full_regeneration,20251220_013656
quiz_302055_sibling_4,article_101007,"Alice’s Adventures in Wonderland, Part IV","Based on the ending, what central message does Alice's sister's reaction convey about childhood?",Children should share their experiences with family members,Imagination and wonder are precious qualities to preserve,Dreams are more important than real-life activities,Stories should always have happy endings,B,"Incorrect. While Alice does share with her sister, the key message comes from the sister's hope that 'Alice would always remember her special dream' and 'keep telling these amazing stories.' This is about preserving imagination, not just sharing. Look at what the sister values.",Correct! Alice's sister 'sat thinking about this magical world' and 'hoped that Alice would always remember her special dream about Wonderland and keep telling these amazing stories.' This conveys that imagination and the ability to experience wonder - represented by Alice's vivid dream - are valuable qualities that should be cherished and maintained as children grow.,"Incorrect. The story does not suggest dreams are more important than reality. It shows both: Alice returns to reality for tea, and her sister values the imagination shown in the dream. The message is about valuing imagination, not prioritizing dreams over real life.","Incorrect. While Alice's story ends pleasantly, the sister's reaction is about hoping Alice keeps her imaginative spirit. The message focuses on preserving wonder and imagination, not about story endings. Notice what the sister specifically hopes for Alice.",3,RL.3.2,3,extended,0.91,True,215969e4760b,215969e4760b,True,quiz_302055,,,
quiz_302056_sibling_1,article_101007,"Alice’s Adventures in Wonderland, Part IV","According to the story, what phrase does Alice use to challenge the Queen's unfair decision at the trial?",'Hold your tongue!','I won't!','Stuff and nonsense!','Off with her head!',C,"Incorrect. 'Hold your tongue!' is what the Queen yells at Alice, not what Alice says to challenge the Queen's decision. Reread the trial section carefully to see who says each phrase and identify Alice's words of protest.",Incorrect. While Alice does say 'I won't!' this is her response after the Queen tells her to hold her tongue. The phrase Alice uses to challenge the unfair decision itself is different. Look for what Alice says first when she objects to the sentence coming before the verdict.,"Correct! When the Queen suggests announcing the punishment before the jury decides guilt, the text states: ''Stuff and nonsense!' Alice said loudly. 'The idea of having the sentence first!'' This is the specific phrase Alice uses to challenge the Queen's unfair and illogical trial procedure.","Incorrect. 'Off with her head!' is what the Queen screams at Alice, not what Alice says. This is the Queen's threatening response, not Alice's challenge. Pay attention to which character speaks each phrase during the trial scene.",2,RL.3.6,3,extended,0.82,True,71048a56e24f,71048a56e24f,True,quiz_302056,,,
quiz_302056_sibling_2,article_101007,"Alice’s Adventures in Wonderland, Part IV",What detail from the passage shows how the trial demonstrates the same type of chaos as the croquet game?,Alice is called to be a witness,The Knave of Hearts is accused of stealing tarts,The sentence is announced before deciding guilt,Someone comes running with important news,C,"Incorrect. Being called as a witness is a normal part of trials, not chaotic. The chaos comes from the illogical order of events. Look for what makes the trial proceedings backwards and nonsensical, similar to how the croquet game was messy.","Incorrect. Having someone accused of a crime is a normal part of trials. The chaos is shown through how the trial is conducted, not what crime is being tried. Focus on what makes the trial's procedure illogical and disordered.","Correct! Just as the croquet game was 'very strange and messy' with everyone playing at once instead of proper turns, the trial shows chaos through backwards logic: 'The Queen said they should announce the punishment before the jury decided if the person was guilty or not.' This illogical sequence mirrors the disorder of the croquet game.",Incorrect. Someone bringing news about the trial starting is not chaotic - it's a normal announcement. The actual chaos is in how the trial is conducted with backwards procedures. Look for what makes the trial itself disordered and illogical.,2,RL.3.6,3,extended,0.82,True,9a1b7b97286f,9a1b7b97286f,True,quiz_302056,,,
quiz_302056_sibling_3,article_101007,"Alice’s Adventures in Wonderland, Part IV",From whose point of view is this story told?,From Alice's point of view,From the Queen's point of view,From someone watching Alice,From the sister's point of view,C,"Incorrect. While we follow Alice's actions, the story is not told by Alice herself using words like 'I' or 'me.'",Incorrect. The story does not focus on the Queen's thoughts or tell events from her perspective.,"Correct. The story is told by a narrator who watches and describes what Alice does and says, using words like 'Alice walked' and 'she saw.'",Incorrect. The sister only appears at the very end and does not tell the story of Alice's adventures.,2,RL.3.6,3,extended,0.82,True,1e4d16873efd,31487d038696,False,quiz_302056,2025-12-20T01:41:38.064253,full_regeneration,20251220_013656
quiz_302056_sibling_4,article_101007,"Alice’s Adventures in Wonderland, Part IV",What do the details about the witnesses not helping and the backwards trial procedure together reveal about Wonderland's justice system?,It operates without logic or proper order,It requires more judges to work correctly,It gives everyone a fair chance to speak,It follows ancient laws from history books,A,"Correct! The text states 'the witnesses did not help at all' and the Queen wants to 'announce the punishment before the jury decided if the person was guilty.' These two details together show that Wonderland's justice system lacks logical procedures and proper order - it is chaotic and backwards, just like everything else in the dream world.","Incorrect. The problem is not a lack of judges. The witnesses are unhelpful and the procedure is backwards (sentence before verdict), showing illogical chaos, not insufficient leadership. Focus on what makes the system itself flawed.",Incorrect. This is the opposite of what the text shows! Witnesses who 'did not help at all' and a Queen who wants to skip proper procedures show that people do not get fair treatment. Notice the actual problems described in the trial.,"Incorrect. There is no mention of ancient laws. The trial's problems - unhelpful witnesses and backwards procedures - show it lacks proper structure, not that it follows old traditions. Look at the specific dysfunctions described.",2,RL.3.6,3,extended,0.82,True,72417ae8c4de,72417ae8c4de,True,quiz_302056,,,
