question_id,article_id,content_hash,passage_title,question_preview,score,status,passed_total,failed_checks,run_id,clarity_precision,difficulty_assessment,grammatical_parallel,homogeneity,length_check,passage_reference,plausibility,single_correct_answer,specificity_balance,standard_alignment,too_close
quiz_302259_sibling_1,article_101032,effc229fc93a,The Spinal Cord and Brain,"Based on the entire passage, what would most likely happe...",91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302259_sibling_2,article_101032,9854cc350aa3,The Spinal Cord and Brain,If scientists saw the back part of someone's cerebrum lig...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302259_sibling_3,article_101032,eea18858249f,The Spinal Cord and Brain,What can you conclude about the relationship between the...,91%,✅,10/11,plausibility,20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302264,article_101033,d7dcb29306fe,Eyes and Vision,Which process happens immediately after light passes thro...,82%,✅,9/11,"length_check, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302264_sibling_1,article_101033,e49e5750eb23,Eyes and Vision,What happens to the information from the retina after the...,82%,✅,9/11,"plausibility, standard_alignment",20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302264_sibling_2,article_101033,e56e17670c2e,Eyes and Vision,"Based on the passage, what is the first thing that happen...",82%,✅,9/11,"length_check, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302264_sibling_3,article_101033,dd9587884841,Eyes and Vision,"According to the text, what role do the rods and cones pl...",91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302264_sibling_4,article_101033,313d96b519c0,Eyes and Vision,What happens right before the brain receives messages fro...,91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302265,article_101033,15aa2534dacf,Eyes and Vision,In the section beginning 'Now let's learn about the parts...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302265_sibling_1,article_101033,0da934420700,Eyes and Vision,The section where Dr. Kwan describes 'the parts you can s...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302265_sibling_2,article_101033,849d4765bddc,Eyes and Vision,Dr. Kwan's explanation that begins with 'The pupil is alw...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302265_sibling_3,article_101033,54c2dbeb758a,Eyes and Vision,"In the section starting with 'Here is how you see things,...",91%,✅,10/11,plausibility,20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302265_sibling_4,article_101033,6af3cab64403,Eyes and Vision,The passage section titled with Dr. Kwan saying 'Hello! I...,82%,✅,9/11,"clarity_precision, plausibility",20260112_125710,❌,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302266,article_101033,45fadf0878c7,Eyes and Vision,Why does the pupil change size?,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302266_sibling_1,article_101033,923e4819fc69,Eyes and Vision,What is the reason the cornea is described as being 'like...,82%,✅,9/11,"homogeneity, plausibility",20260112_125710,✅,✅,✅,❌,✅,✅,❌,✅,✅,✅,✅
quiz_302266_sibling_2,article_101033,0e1ee3b6fbce,Eyes and Vision,"Based on the passage, why does the author say 'it seems l...",82%,✅,9/11,"homogeneity, plausibility",20260112_125710,✅,✅,✅,❌,✅,✅,❌,✅,✅,✅,✅
quiz_302266_sibling_3,article_101033,c5dfe46a56bb,Eyes and Vision,How does the author want readers to feel about the human...,82%,✅,9/11,"length_check, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302266_sibling_4,article_101033,29085bfaeaaf,Eyes and Vision,What does the author think is most important for readers...,45%,❌,5/11,"grammatical_parallel, homogeneity, length_check, plausibility, specificity_balance, standard_alignment",20260112_125710,✅,✅,❌,❌,❌,✅,❌,✅,❌,❌,✅
quiz_302267,article_101033,01e0ca4c2685,Eyes and Vision,What is the author's main point of view about how people...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302267_sibling_1,article_101033,55b1c2a11e02,Eyes and Vision,The author chose to have Dr. Kwan explain the information...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302267_sibling_2,article_101033,b005a004bb57,Eyes and Vision,The author's view about vision differs from a reader who...,82%,✅,9/11,"difficulty_assessment, length_check",20260112_125710,✅,❌,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302267_sibling_3,article_101033,96a4c5e87aad,Eyes and Vision,What message does the author want readers to take away ab...,82%,✅,9/11,"length_check, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302267_sibling_4,article_101033,78a65e6d1c25,Eyes and Vision,The author presents information about vision in a way tha...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302268,article_101033,701eb91b408c,Eyes and Vision,What is the main thing the author explains about vision i...,64%,❌,7/11,"grammatical_parallel, homogeneity, plausibility, standard_alignment",20260112_125710,✅,✅,❌,❌,✅,✅,❌,✅,✅,❌,✅
quiz_302268_sibling_1,article_101033,de9bc326baf6,Eyes and Vision,Which detail from the passage best shows that vision is a...,73%,❌,8/11,"grammatical_parallel, homogeneity, standard_alignment",20260112_125710,✅,✅,❌,❌,✅,✅,✅,✅,✅,❌,✅
quiz_302268_sibling_2,article_101033,c1dca24cc469,Eyes and Vision,"Based on the entire passage, what does the author most wa...",91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302268_sibling_3,article_101033,9cabd5655d8f,Eyes and Vision,The author's attitude toward the human eye throughout the...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302268_sibling_4,article_101033,c08838ff645a,Eyes and Vision,What is the most important idea the author communicates i...,82%,✅,9/11,"length_check, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302273,article_101034,cc27cbd3ad01,"Vision Problems, Vision Solutions","In Section 2, what does the word nearsighted mean?",82%,✅,9/11,"length_check, plausibility",20260112_125710,✅,✅,✅,✅,❌,✅,❌,✅,✅,✅,✅
quiz_302273_sibling_1,article_101034,ac3c208a37db,"Vision Problems, Vision Solutions","Based on Section 2, what does the word farsighted mean?",73%,❌,8/11,"difficulty_assessment, homogeneity, plausibility",20260112_125710,✅,❌,✅,❌,✅,✅,❌,✅,✅,✅,✅
quiz_302273_sibling_2,article_101034,efe01a3a1010,"Vision Problems, Vision Solutions","According to Section 1, what must happen for a person to...",91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302273_sibling_3,article_101034,9a27e1f77b91,"Vision Problems, Vision Solutions","In Section 4, what does the phrase 'almost invisible' tel...",73%,❌,8/11,"homogeneity, length_check, plausibility",20260112_125710,✅,✅,✅,❌,❌,✅,❌,✅,✅,✅,✅
quiz_302273_sibling_4,article_101034,1765b3bb3949,"Vision Problems, Vision Solutions",What does the word prescription mean in Section 3?,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302274,article_101034,a88d2e8d1577,"Vision Problems, Vision Solutions","According to Section 3, after the optometrist writes the...",64%,❌,7/11,"grammatical_parallel, length_check, specificity_balance, standard_alignment",20260112_125710,✅,✅,❌,✅,❌,✅,✅,✅,❌,❌,✅
quiz_302274_sibling_1,article_101034,33c5a7adc440,"Vision Problems, Vision Solutions","Based on the information in Section 3, what is the relati...",91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302274_sibling_2,article_101034,82ee1580ebe3,"Vision Problems, Vision Solutions","According to Section 4, how does LASIK surgery permanentl...",91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302274_sibling_3,article_101034,315255cd5e1d,"Vision Problems, Vision Solutions","Based on Section 3, what must happen before an optician c...",82%,✅,9/11,"length_check, plausibility",20260112_125710,✅,✅,✅,✅,❌,✅,❌,✅,✅,✅,✅
quiz_302274_sibling_4,article_101034,f7d0cf5cdc03,"Vision Problems, Vision Solutions","According to Section 3, what is the purpose of the specia...",91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302275,article_101034,5e0b5d1018b8,"Vision Problems, Vision Solutions",The author of this passage would most likely agree that,82%,✅,9/11,"length_check, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302275_sibling_1,article_101034,01f16dbebbaa,"Vision Problems, Vision Solutions",The author of this passage would most likely believe that,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302275_sibling_2,article_101034,a2367985a0ea,"Vision Problems, Vision Solutions","Based on the entire passage, the author would most likely...",73%,❌,8/11,"difficulty_assessment, plausibility, standard_alignment",20260112_125710,✅,❌,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302275_sibling_3,article_101034,639defb276ca,"Vision Problems, Vision Solutions",The author's attitude toward modern vision correction met...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302275_sibling_4,article_101034,f51f91dcf6ed,"Vision Problems, Vision Solutions",Which statement best reflects the author's point of view...,82%,✅,9/11,"difficulty_assessment, plausibility",20260112_125710,✅,❌,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302276,article_101034,b8453c1a6ee4,"Vision Problems, Vision Solutions",How is today different from long ago for people with visi...,82%,✅,9/11,"length_check, plausibility",20260112_125710,✅,✅,✅,✅,❌,✅,❌,✅,✅,✅,✅
quiz_302276_sibling_1,article_101034,d175751e21ee,"Vision Problems, Vision Solutions","According to the entire passage, how does the author comp...",82%,✅,9/11,"homogeneity, plausibility",20260112_125710,✅,✅,✅,❌,✅,✅,❌,✅,✅,✅,✅
quiz_302276_sibling_2,article_101034,82b970cbcf17,"Vision Problems, Vision Solutions","Based on the information in Sections 1 and 2, what causes...",91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302276_sibling_3,article_101034,d82d4d9ac06a,"Vision Problems, Vision Solutions",How do contact lenses and glasses both solve vision probl...,82%,✅,9/11,"difficulty_assessment, length_check",20260112_125710,✅,❌,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302276_sibling_4,article_101034,fc6163fb165f,"Vision Problems, Vision Solutions","According to the passage, what is the key difference betw...",91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302281,article_101035,f052ea58e223,Ears and Hearing,"Based on Section 4, what happens right before the auditor...",82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302281_sibling_1,article_101035,0365147b1136,Ears and Hearing,"According to Section 3, what happens right after the eard...",82%,✅,9/11,"length_check, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302281_sibling_2,article_101035,f8714260cceb,Ears and Hearing,"Based on Section 2, what is the first step in how sound e...",73%,❌,8/11,"grammatical_parallel, homogeneity, standard_alignment",20260112_125710,✅,✅,❌,❌,✅,✅,✅,✅,✅,❌,✅
quiz_302281_sibling_3,article_101035,45fde89c0410,Ears and Hearing,"In Section 1, what causes the drum's membrane to create s...",82%,✅,9/11,"length_check, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302281_sibling_4,article_101035,3b68307eca34,Ears and Hearing,"According to Section 4, what must happen before the three...",91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302282,article_101035,36e3a1445024,Ears and Hearing,"According to Section 2 of the passage, which topic is mai...",82%,✅,9/11,"homogeneity, plausibility",20260112_125710,✅,✅,✅,❌,✅,✅,❌,✅,✅,✅,✅
quiz_302282_sibling_1,article_101035,b4b9a33f68c8,Ears and Hearing,A student wants to learn about the cochlea's shape and wh...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302282_sibling_2,article_101035,bd5944354a44,Ears and Hearing,Which section would best help you understand how the thre...,91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302282_sibling_3,article_101035,ad16ede0bf81,Ears and Hearing,If you wanted to find information about what ear wax does...,91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302282_sibling_4,article_101035,f37670bb095a,Ears and Hearing,A reader wants to know where to find details about the sm...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302283,article_101035,71a6abb17f62,Ears and Hearing,Read the sentence from the passage. 'The eardrum is just...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302283_sibling_1,article_101035,184cd784db00,Ears and Hearing,Read this sentence from the passage: 'The outer ear has a...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302283_sibling_2,article_101035,975a1166f6cd,Ears and Hearing,Read this sentence from Section 3: 'The stirrup is the sm...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302283_sibling_3,article_101035,1fb93ddb0fc5,Ears and Hearing,"According to the passage, what does the phrase 'moves bac...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302283_sibling_4,article_101035,81346ad3ab9e,Ears and Hearing,Read this sentence from Section 2: 'This shape helps catc...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302284,article_101035,a1cd7ae4f3b8,Ears and Hearing,What is the author's main purpose for including Dr. Kim A...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302284_sibling_1,article_101035,0b1e793e3729,Ears and Hearing,Why does the author use the phrase 'faster than you can b...,82%,✅,9/11,"homogeneity, plausibility",20260112_125710,✅,✅,✅,❌,✅,✅,❌,✅,✅,✅,✅
quiz_302284_sibling_2,article_101035,0138cdb806c3,Ears and Hearing,Why does the author explain that the cochlea is 'shaped l...,91%,✅,10/11,plausibility,20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302284_sibling_3,article_101035,f9feef0c47a4,Ears and Hearing,What is the author's main reason for comparing the eardru...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302284_sibling_4,article_101035,f0371e589273,Ears and Hearing,Why does the author include the detail that 'the stirrup...,82%,✅,9/11,"homogeneity, plausibility",20260112_125710,✅,✅,✅,❌,✅,✅,❌,✅,✅,✅,✅
quiz_302288,article_101036,43413b932ac9,"Overcoming Disabilities, Part I","According to the passage, what do blind people use to hel...",64%,❌,7/11,"grammatical_parallel, homogeneity, plausibility, standard_alignment",20260112_125710,✅,✅,❌,❌,✅,✅,❌,✅,✅,❌,✅
quiz_302288_sibling_1,article_101036,98cca21effd7,"Overcoming Disabilities, Part I","Based on the text, what tool helps deaf people spell out...",64%,❌,7/11,"homogeneity, length_check, plausibility, standard_alignment",20260112_125710,✅,✅,✅,❌,❌,✅,❌,✅,✅,❌,✅
quiz_302288_sibling_2,article_101036,be6c14af4dde,"Overcoming Disabilities, Part I","According to the passage, which sense helps blind people...",73%,❌,8/11,"plausibility, specificity_balance, standard_alignment",20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,❌,❌,✅
quiz_302288_sibling_3,article_101036,d3201b41ec7c,"Overcoming Disabilities, Part I",What information in the text explains how deaf people can...,82%,✅,9/11,"plausibility, standard_alignment",20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302288_sibling_4,article_101036,2cc03bbb4a4b,"Overcoming Disabilities, Part I",How does the passage show that guide dogs help blind peop...,82%,✅,9/11,"plausibility, standard_alignment",20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302289,article_101036,67877e773e3e,"Overcoming Disabilities, Part I","In the passage, the word overcoming means",91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302289_sibling_1,article_101036,a5eb9b3ec44d,"Overcoming Disabilities, Part I","In the passage, the word communicate means",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302289_sibling_2,article_101036,626e6d113d56,"Overcoming Disabilities, Part I","Based on the passage, what does the phrase 'special ways...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302289_sibling_3,article_101036,3275c07bd768,"Overcoming Disabilities, Part I","In the text, the word gesture means",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302289_sibling_4,article_101036,4eecc9da57bf,"Overcoming Disabilities, Part I",What does the word recognize mean as it is used in the pa...,82%,✅,9/11,"homogeneity, plausibility",20260112_125710,✅,✅,✅,❌,✅,✅,❌,✅,✅,✅,✅
quiz_302290,article_101036,7597a0034516,"Overcoming Disabilities, Part I",Why do many blind people use their other senses more than...,64%,❌,7/11,"grammatical_parallel, length_check, plausibility, specificity_balance",20260112_125710,✅,✅,❌,✅,❌,✅,❌,✅,❌,✅,✅
quiz_302290_sibling_1,article_101036,1fff6b464696,"Overcoming Disabilities, Part I","According to the text, why do deaf people watch how a per...",82%,✅,9/11,"length_check, plausibility",20260112_125710,✅,✅,✅,✅,❌,✅,❌,✅,✅,✅,✅
quiz_302290_sibling_2,article_101036,feabe5c1090d,"Overcoming Disabilities, Part I","Based on the passage, why do blind people tap a white can...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302290_sibling_3,article_101036,b8961e8b5e04,"Overcoming Disabilities, Part I",How are the challenges faced by deaf people connected to...,82%,✅,9/11,"length_check, plausibility",20260112_125710,✅,✅,✅,✅,❌,✅,❌,✅,✅,✅,✅
quiz_302290_sibling_4,article_101036,78003bb4a011,"Overcoming Disabilities, Part I",Why might blind people tell what food they are eating by...,82%,✅,9/11,"length_check, plausibility",20260112_125710,✅,✅,✅,✅,❌,✅,❌,✅,✅,✅,✅
quiz_302291,article_101036,2da1ea44262b,"Overcoming Disabilities, Part I",What is the most likely reason the author wrote this pass...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302291_sibling_1,article_101036,6b5707080114,"Overcoming Disabilities, Part I","Based on the passage, what is the author's main purpose i...",73%,❌,8/11,"difficulty_assessment, plausibility, specificity_balance",20260112_125710,✅,❌,✅,✅,✅,✅,❌,✅,❌,✅,✅
quiz_302291_sibling_2,article_101036,1ef1d4500327,"Overcoming Disabilities, Part I",What point of view does the author want readers to have a...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302291_sibling_3,article_101036,eb5bdb580e35,"Overcoming Disabilities, Part I",How does the author's description of skills like Braille...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302291_sibling_4,article_101036,ec449b5c34a9,"Overcoming Disabilities, Part I",Which detail best shows the author believes people with d...,55%,❌,6/11,"difficulty_assessment, grammatical_parallel, plausibility, specificity_balance, standard_alignment",20260112_125710,✅,❌,❌,✅,✅,✅,❌,✅,❌,❌,✅
quiz_302296,article_101037,466571effcf5,"Overcoming Disabilities, Part II",What does the description of Annie Sullivan tracing lette...,82%,✅,9/11,"homogeneity, plausibility",20260112_125710,✅,✅,✅,❌,✅,✅,❌,✅,✅,✅,✅
quiz_302296_sibling_1,article_101037,b5db87127b4c,"Overcoming Disabilities, Part II",What does the description of Helen pushing her mother awa...,55%,❌,6/11,"difficulty_assessment, homogeneity, length_check, plausibility, standard_alignment",20260112_125710,✅,❌,✅,❌,❌,✅,❌,✅,✅,❌,✅
quiz_302296_sibling_2,article_101037,9c4fed5ea16e,"Overcoming Disabilities, Part II",Based on the information about Ray Charles becoming a pop...,91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302296_sibling_3,article_101037,3403dc994496,"Overcoming Disabilities, Part II","According to the information in the passage, what does th...",91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302296_sibling_4,article_101037,26204c0e5186,"Overcoming Disabilities, Part II",What information does the author provide by describing He...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302297,article_101037,160098a2dc62,"Overcoming Disabilities, Part II",How does the author mostly present the information about...,91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302297_sibling_1,article_101037,6b6e3e8c71c7,"Overcoming Disabilities, Part II",How does the author mostly organize the information in th...,82%,✅,9/11,"length_check, plausibility",20260112_125710,✅,✅,✅,✅,❌,✅,❌,✅,✅,✅,✅
quiz_302297_sibling_2,article_101037,126ee4b274d5,"Overcoming Disabilities, Part II",What connection does the author make between the informat...,73%,❌,8/11,"difficulty_assessment, length_check, standard_alignment",20260112_125710,✅,❌,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302297_sibling_3,article_101037,081deaa64027,"Overcoming Disabilities, Part II",The author explains that Helen Keller learned multiple wa...,27%,❌,3/11,"clarity_precision, difficulty_assessment, grammatical_parallel, homogeneity, plausibility, single_correct_answer, specificity_balance, standard_alignment",20260112_125710,❌,❌,❌,❌,✅,✅,❌,❌,❌,❌,✅
quiz_302297_sibling_4,article_101037,48ae67936caa,"Overcoming Disabilities, Part II","Based on the article, what is the main reason the author...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302298,article_101037,079b6613a39b,"Overcoming Disabilities, Part II","According to the passage about Helen Keller, what happene...",82%,✅,9/11,"length_check, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302298_sibling_1,article_101037,23c27dd7fb4d,"Overcoming Disabilities, Part II","According to the passage about Annie Sullivan's teaching,...",73%,❌,8/11,"difficulty_assessment, length_check, standard_alignment",20260112_125710,✅,❌,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302298_sibling_2,article_101037,da88d2a4d66d,"Overcoming Disabilities, Part II","According to paragraph 3, what happened after Helen learn...",73%,❌,8/11,"difficulty_assessment, length_check, standard_alignment",20260112_125710,✅,❌,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302298_sibling_3,article_101037,0ba17f6d4ce4,"Overcoming Disabilities, Part II","In the section about Helen Keller's later life, which pie...",55%,❌,6/11,"clarity_precision, difficulty_assessment, passage_reference, single_correct_answer, standard_alignment",20260112_125710,❌,❌,✅,✅,✅,❌,✅,❌,✅,❌,✅
quiz_302298_sibling_4,article_101037,3132d1c8f00b,"Overcoming Disabilities, Part II",Based on the information in the passage about Helen Kelle...,82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302299,article_101037,c3f417f9fb0b,"Overcoming Disabilities, Part II",Which physical condition did Ray Charles and Helen Keller...,91%,✅,10/11,plausibility,20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302299_sibling_1,article_101037,79eb4e9e1803,"Overcoming Disabilities, Part II",Which detail from the passage best shows the reader that...,64%,❌,7/11,"difficulty_assessment, length_check, plausibility, specificity_balance",20260112_125710,✅,❌,✅,✅,❌,✅,❌,✅,❌,✅,✅
quiz_302299_sibling_2,article_101037,59833d8634fe,"Overcoming Disabilities, Part II",The passage describes Helen Keller learning from Annie Su...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302299_sibling_3,article_101037,0cf8b903b93c,"Overcoming Disabilities, Part II","Based on information throughout the entire passage, why d...",82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302299_sibling_4,article_101037,1b48b1ea25de,"Overcoming Disabilities, Part II","According to information in the first paragraph, what hap...",91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302304,article_101038,707cce453fa9,"Rome, Then and Now","According to the text, what helped Rome grow from a small...",91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302304_sibling_1,article_101038,0c0afb7ce567,"Rome, Then and Now","According to the text, what helped Mrs. Teachwell explain...",82%,✅,9/11,"length_check, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302304_sibling_2,article_101038,f8a123c41129,"Rome, Then and Now","Based on the passage, which detail shows that Charlie Cha...",91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302304_sibling_3,article_101038,6e9f8f2650f0,"Rome, Then and Now",How does the passage organize information to help readers...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302304_sibling_4,article_101038,7b387b2a421e,"Rome, Then and Now",Which detail from the passage shows that students can loc...,73%,❌,8/11,"clarity_precision, difficulty_assessment, standard_alignment",20260112_125710,❌,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302305,article_101038,35f846d0522f,"Rome, Then and Now",What happened just before Rome controlled most of Italy?,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302305_sibling_1,article_101038,29897c537857,"Rome, Then and Now",What happened immediately after Rome controlled most of I...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302305_sibling_2,article_101038,83e22b48e732,"Rome, Then and Now","Based on the text, what was the first step that led to Ro...",82%,✅,9/11,"grammatical_parallel, single_correct_answer",20260112_125710,✅,✅,❌,✅,✅,✅,✅,❌,✅,✅,✅
quiz_302305_sibling_3,article_101038,516372d95f16,"Rome, Then and Now",Why does Mrs. Teachwell describe Rome's growth in terms o...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
