course,title,article_id
Grade 9 Reading,The Censors by Luisa Valenzuela,article_117111
Grade 9 Reading,The Soldier of Mictlan by Rigoberto Gonzalez,article_117112
Grade 9 Reading,Fences by Pat Mora,article_117113
Grade 9 Reading,Revenge of the Geeks by Alexandra Robbins,article_117114
Grade 9 Reading,Encountering the Other: The Challenge for the 21st Century by Ryszard Kapuscinski (Part I),article_117115
Grade 9 Reading,Encountering the Other: The Challenge for the 21st Century by Ryszard Kapuscinski (Part II),article_117116
Grade 9 Reading,The Orphan Boy and the Elk Dog - Blackfoot Myth (Part I),article_117117
Grade 9 Reading,The Orphan Boy and the Elk Dog - Blackfoot Myth (Part II),article_117118
Grade 9 Reading,"Outsider's Art Is Saluted at Columbia, Then Lost Anew by Vivian Yee",article_117119
Grade 9 Reading,from When I Was Puerto Rican by Esmeralda Santiago (Part I),article_117120
Grade 9 Reading,from When I Was Puerto Rican by Esmeralda Santiago (Part II),article_117121
Grade 9 Reading,In My Country by Jackie Kay,article_117122
Grade 9 Reading,There Will Come Soft Rains by Ray Bradbury,article_117123
Grade 9 Reading,By the Waters of Babylon by Stephen Vincent Benet (Part I),article_117124
Grade 9 Reading,By the Waters of Babylon by Stephen Vincent Benet (Part II),article_117125
Grade 9 Reading,By the Waters of Babylon by Stephen Vincent Benet (Part III),article_117126
Grade 9 Reading,The Nuclear Tourist by George Johnson,article_117127
Grade 9 Reading,the beginning of the end of the world by Lucille Clifton,article_117128
Grade 9 Reading,The Conditional by Ada Limon,article_117129
Grade 9 Reading,A Song on the End of the World by Czeslaw Milosz,article_117130
Grade 9 Reading,Preparedness 101: Zombie Apocalypse by Ali S. Khan,article_117131
Grade 9 Reading,The Myth of the War of the Worlds Panic by Jefferson Pooley and Michael J. Socolow.,article_117132
Grade 9 Reading,The Secret Bunker Congress Never Used by NPR,article_117133
Grade 9 Reading,The Hollow Men by T.S. Eliot,article_117134
Grade 9 Reading,Perhaps the World Ends Here by Joy Harjo,article_117135
Grade 10 Reading,1963: The Year That Changed Everything,article_117201
Grade 10 Reading,"""I Have a Dream"" by Dr. Martin Luther King, Jr.",article_117202
Grade 10 Reading,"Letter from Birmingham Jail by Dr. Martin Luther King, Jr. (Part I)",article_117203
Grade 10 Reading,"Letter from Birmingham Jail by Dr. Martin Luther King, Jr. (Part II)",article_117204
Grade 10 Reading,"Letter from Birmingham Jail by Dr. Martin Luther King, Jr. (Part III)",article_117205
Grade 10 Reading,Senor Noboa by Raul Leis,article_117206
Grade 10 Reading,For My People by Margaret Walker,article_117207
Grade 10 Reading,Incident by Natasha Trethewey,article_117208
Grade 10 Reading,Who Burns for the Perfection of Paper by Martin Espada,article_117209
Grade 10 Reading,"Lessons of Dr. Martin Luther King, Jr. by Cesar Chavez",article_117210
Grade 10 Reading,The Many Lives of Hazel Bryan by David Margolick,article_117211
Grade 10 Reading,How the Children of Birmingham Changed the Civil-Rights Movement by Lottie L. Joiner,article_117212
Grade 10 Reading,"Sheyann Webb from Selma, Lord, Selma, as told to Frank Sikora",article_117213
Grade 10 Reading,The Cost of Survival,article_117214
Grade 10 Reading,Through the Tunnel by Doris Lessing (Part I),article_117215
Grade 10 Reading,Through the Tunnel by Doris Lessing (Part II),article_117216
Grade 10 Reading,The Seventh Man by Haruki Murakami (Part I),article_117217
Grade 10 Reading,The Seventh Man by Haruki Murakami (Part II),article_117218
Grade 10 Reading,The Seventh Man by Haruki Murakami (Part III),article_117219
Grade 10 Reading,The Moral Logic of Survivor Guilt by Nancy Sherman,article_117220
Grade 10 Reading,from Life of Pi by Yann Martel (Part I),article_117221
Grade 10 Reading,from Life of Pi by Yann Martel (Part II),article_117222
Grade 10 Reading,The Value of a Sherpa Life by Grayson Schaffer,article_117223
Grade 10 Reading,The Writer by Richard Wilbur,article_117224
Grade 10 Reading,To Build a Fire by Jack London (Part I),article_117225
Grade 10 Reading,To Build a Fire by Jack London (Part II),article_117226
Grade 10 Reading,To Build a Fire by Jack London (Part III),article_117227
Grade 10 Reading,from Unbroken by Laura Hillenbrand (Part I),article_117228
Grade 10 Reading,from Unbroken by Laura Hillenbrand (Part II),article_117229
Grade 10 Reading,from Unbroken by Laura Hillenbrand (Part III),article_117230
Grade 10 Reading,Seven Steps to Surviving a Disaster by Jim Y. Kim,article_117231
Grade 10 Reading,Titanic vs. Lusitania: How People Behave in a Disaster by Jeffrey Kluger,article_117232
Grade 10 Reading,"I Came, I Saw, I Shopped",article_117233
Grade 10 Reading,The Necklace by Guy de Maupassant (Part I),article_117234
Grade 10 Reading,The Necklace by Guy de Maupassant (Part II),article_117235
Grade 10 Reading,"In La Rinconada, Peru, Searching for Beauty in Ugliness by Marie Arana",article_117236
Grade 10 Reading,The Good Life by Tracy K. Smith,article_117237
Grade 10 Reading,Money by Reginald Gibbons,article_117238
Grade 10 Reading,The Golden Touch by Nathaniel Hawthorne (Part I),article_117239
Grade 10 Reading,The Golden Touch by Nathaniel Hawthorne (Part II),article_117240
Grade 10 Reading,The Golden Touch by Nathaniel Hawthorne (Part III),article_117241
Grade 10 Reading,from King Midas by Howard Moss,article_117242
Grade 10 Reading,The Thrill of the Chase by Margie Goldsmith,article_117243
Grade 10 Reading,"My Possessions, Myself by Russell W. Belk",article_117244
Grade 10 Reading,Ads May Spur Unhappy Kids to Embrace Materialism by Amy Norton,article_117245
Grade 10 Reading,A Dose of What the Doctor Never Orders by Ihara Saikaku,article_117246
Grade 10 Reading,Heirlooms' Value Shifts From Sentiment to Cash by Rosa Salter Rodriguez,article_117247
Grade 10 Reading,The Three-Piece Suit by Ali Deb,article_117248
Grade 10 Reading,Neither Justice nor Forgetting: Defining Forgiveness,article_117249
Grade 10 Reading,Literature and Culture: The Tempest,article_117250
Grade 10 Reading,Book Review: Hag-Seed by Margaret Atwood – the Tempest retold by Readers' High Tea,article_117251
Grade 10 Reading,from Hag-Seed by Margaret Atwood,article_117252
Grade 10 Reading,"En el Jardin de los Espejos Quebrados, Caliban Catches a Glimpse of His Reflection by Virgil Suarez",article_117253
Grade 10 Reading,Caliban by J. P. Dancing Bear,article_117254
Grade 10 Reading,Author Hugh Macdonald Explains... by Hugh Macdonald,article_117255
Grade 10 Reading,Shakespeare in Modern English? by James Shapiro,article_117256
Grade 10 Reading,Understanding Forgiveness,article_117257
Grade 10 Reading,Under a Certain Little Star by Wislawa Szymborska,article_117258
Grade 10 Reading,Let South Africa Show the World How to Forgive by Desmond Tutu,article_117259
Grade 10 Reading,The Sun Parlor by Dorothy West,article_117260
Grade 10 Reading,A Dish Best Served Cold by Aminatta Forna,article_117261
Grade 10 Reading,from Shakespeare and the French Poet by Yves Bonnefoy,article_117262
Grade 10 Reading,"What We Plant, We Will Eat by S. E. Schlosser",article_117263
Grade 10 Reading,The Blue Stones by Isak Dinesen,article_117264
Grade 10 Reading,Literature and Culture: Oedipus the King,article_117265
Grade 10 Reading,"Oedipus the King, Part I",article_117266
Grade 10 Reading,"Oedipus the King, Part II",article_117267
Grade 10 Reading,"Oedipus the King, Part III",article_117268
Grade 10 Reading,"Oedipus the King, Part IV",article_117269
Grade 10 Reading,"Oedipus the King, Part V",article_117270
Grade 10 Reading,"Oedipus the King, Part VI",article_117271
Grade 10 Reading,View From the Empire State Building,article_117272
Grade 10 Reading,On His Blindness by Jorge Luis Borges,article_117273
Grade 10 Reading,The Country of the Blind by H.G. Wells (Part I),article_117274
Grade 10 Reading,The Country of the Blind by H.G. Wells (Part II),article_117275
Grade 10 Reading,The Country of the Blind by H.G. Wells (Part III),article_117276
Grade 10 Reading,The Country of the Blind by H.G. Wells (Part IV),article_117277
Grade 10 Reading,The Country of the Blind by H.G. Wells (Part V),article_117278
Grade 10 Reading,The Neglected Senses from For the Benefit of Those Who See by Rosemary Mahoney (Part I),article_117279
Grade 10 Reading,The Neglected Senses from For the Benefit of Those Who See by Rosemary Mahoney (Part II),article_117280
Grade 10 Reading,from Blindness by Jose Saramago (Part I),article_117281
Grade 10 Reading,from Blindness by Jose Saramago (Part II),article_117282
Grade 10 Reading,from Blindness by Jose Saramago (Part III),article_117283
Grade 10 Reading,"Blind, Yet Seeing: The Brain's Subconscious Visual Sense by Benedict Carey",article_117284
Grade 10 Reading,Visual Neuroscience: Look and Learn by Apoorva Mandavilli,article_117285
Grade 10 Reading,The Book of the Dead by Edwidge Danticat (Part I),article_117286
Grade 10 Reading,The Book of the Dead by Edwidge Danticat (Part II),article_117287
Grade 10 Reading,By Any Other Name by Santha Rama Rau,article_117288
Grade 10 Reading,Without Title by Diane Glancy,article_117289
Grade 10 Reading,"What, of This Goldfish, Would You Wish? by Etgar Keret",article_117290
Grade 10 Reading,from Texas v. Johnson by William J. Brennan,article_117291
Grade 10 Reading,from Texas v. Johnson Dissent by William Rehnquist,article_117292
Grade 10 Reading,American Flag Stands for Tolerance by Ronald J. Allen,article_117293
Grade 10 Reading,A Matching Set by Ream Shukairy (Part I),article_117294
Grade 10 Reading,A Matching Set by Ream Shukairy (Part II),article_117295
Grade 10 Reading,The Pleasure of Reading by Kamila Shamsie,article_117296
Grade 10 Reading,Magic Island by Cathy Song,article_117297
Grade 10 Reading,America: The Multinational Society by Ishmael Reed,article_117298
Grade 10 Reading,The Lottery by Shirley Jackson (Part I),article_117299
Grade 10 Reading,The Lottery by Shirley Jackson (Part II),article_117300
Grade 10 Reading,How Do You See Your Self(ie)? by Sarah Mervosh,article_117301
Grade 10 Reading,Mirror by Sylvia Plath,article_117302
Grade 10 Reading,The Night Face Up by Julio Cortazar (Part I),article_117303
Grade 10 Reading,The Night Face Up by Julio Cortazar (Part II),article_117304
Grade 10 Reading,A Contribution to Statistics by Wislawa Szymborska,article_117305
Grade 10 Reading,Sleepless in San Francisco by Francesca Flores (Part I),article_117306
Grade 10 Reading,Sleepless in San Francisco by Francesca Flores (Part II),article_117307
Grade 10 Reading,Before I got my eye put out by Emily Dickinson,article_117308
Grade 10 Reading,What Our Telescopes Couldn't See by Pippa Goldschmidt,article_117309
Grade 10 Reading,Why Seeing (the Unexpected) Is Often Not Believing by Alix Spiegel,article_117310
Grade 10 Reading,The Handsomest Drowned Man in the World by Gabriel Garcia Marquez (Part I),article_117311
Grade 10 Reading,The Handsomest Drowned Man in the World by Gabriel Garcia Marquez (Part II),article_117312
Grade 10 Reading,The Police Officer Who Saved Her Life by Edgar Sandoval,article_117313
Grade 10 Reading,The American Embassy by Chimamanda Ngozi Adichie (Part I),article_117314
Grade 10 Reading,The American Embassy by Chimamanda Ngozi Adichie (Part II),article_117315
Grade 10 Reading,"from Letter to Viceroy, Lord Irwin by Mohandas K. Gandhi",article_117316
Grade 10 Reading,from Speech at the March on Washington by Josephine Baker,article_117317
Grade 10 Reading,Cloudy Day by Jimmy Santiago Baca,article_117318
Grade 10 Reading,Crispus Attucks by Kareem Abdul-Jabbar,article_117319
Grade 10 Reading,Elsewhere by Derek Walcott,article_117320
Grade 10 Reading,"The Tragedy of Macbeth, Act I, Scenes 1-3 by William Shakespeare",article_117321
Grade 10 Reading,"The Tragedy of Macbeth, Act I, Scenes 4-7 by William Shakespeare",article_117322
Grade 10 Reading,"The Tragedy of Macbeth, Act II by William Shakespeare",article_117323
Grade 10 Reading,"The Tragedy of Macbeth, Act III, Scenes 1-3 by William Shakespeare",article_117324
Grade 10 Reading,"The Tragedy of Macbeth, Act III, Scenes 4-6 by William Shakespeare",article_117325
Grade 10 Reading,"The Tragedy of Macbeth, Act IV, Scenes 1-2 by William Shakespeare",article_117326
Grade 10 Reading,"The Tragedy of Macbeth, Act IV, Scene 3 by William Shakespeare",article_117327
Grade 10 Reading,"The Tragedy of Macbeth, Act V, Scenes 1-4 by William Shakespeare",article_117328
Grade 10 Reading,"The Tragedy of Macbeth, Act V, Scenes 5-8 by William Shakespeare",article_117329
Grade 10 Reading,Shakespeare and Samurai (and Robot Ninjas?) by Caitlin Perry,article_117330
Grade 10 Reading,from Holinshed's Chronicles by Raphael Holinshed,article_117331
Grade 10 Reading,Why Read Shakespeare? by Michael Mack,article_117332
Grade 10 Reading,The Macbeth Murder Mystery by James Thurber,article_117333
Grade 10 Reading,Ozymandias by Percy Bysshe Shelley,article_117334
Grade 10 Reading,"Julius Caesar, Act III, Scene 2 by William Shakespeare",article_117335
Grade 10 Reading,The Forgotten Story of Orson Welles' All-Black 'Macbeth' Production by Kashann Kilson,article_117336
Grade 10 Reading,The Bombing of Black Wall Street by Allison Keyes,article_117337
Grade 10 Reading,from The Fever: Malaria and Humankind by Sonia Shah,article_117338
Grade 10 Reading,The War Works Hard by Dunya Mikhail,article_117339
Grade 10 Reading,"Sonnets to Orpheus, Part Two, XII by Rainer Maria Rilke",article_117340
Grade 10 Reading,A Monument to Revolutionary Trans Activists by Anne Branigin,article_117341
Grade 10 Reading,The Norwegian Rat by Naguib Mahfouz,article_117342
Grade 10 Reading,After the Storm by Orhan Pamuk,article_117343
Grade 10 Reading,The Great Silence by Ted Chiang,article_117344
Grade 10 Reading,Can Genetic Engineering Solve the Problem We Created? by Sarah Zhang,article_117345
Grade 10 Reading,Carry by Linda Hogan,article_117346
Grade 10 Reading,from Sand's End by Josh Dzieza,article_117347
Grade 10 Reading,"Even if you live in a city, you can get health benefits from nature by Kate Baggaley",article_117348
Grade 10 Reading,Starfish by Lorna Dee Cervantes,article_117349
Grade 10 Reading,Flying Jewels by Brian Doyle,article_117350
Grade 11 Reading,Foundations and Encounters,article_120201
Grade 11 Reading,The World on the Turtle's Back: Myth by Iroquois Storytellers (Part I),article_120202
Grade 11 Reading,The World on the Turtle's Back: Myth by Iroquois Storytellers (Part II),article_120203
Grade 11 Reading,Balboa by Sabina Murray,article_120204
Grade 11 Reading,A Desperate Trek Across America by Andres Resendez,article_120205
Grade 11 Reading,New Orleans by Joy Harjo,article_120206
Grade 11 Reading,Coming of Age in the Dawnland,article_120207
Grade 11 Reading,from Of Plymouth Plantation by William Bradford,article_120208
Grade 11 Reading,"World, in hounding me . . . by Sor Juana Ines de la Cruz",article_120209
Grade 11 Reading,Mother Tongue by Amy Tan,article_120210
Grade 11 Reading,from La relacion by Alvar Nunez Cabeza de Vaca,article_120211
Grade 11 Reading,from The General History of Virginia by John Smith,article_120212
Grade 11 Reading,Totally Free?,article_120213
Grade 11 Reading,Focus Period: 1750-1800 A New Nation,article_120214
Grade 11 Reading,Hiawatha the Unifier by Richard Erdoes and Alfonso Ortiz,article_120215
Grade 11 Reading,Declatation of Independence by Thomas Jefferson,article_120216
Grade 11 Reading,Speech in the Convention by Benjamin Franklin,article_120217
Grade 11 Reading,Speech in the Virginia Convention by Patrick Henry,article_120218
Grade 11 Reading,from America's Constitution: A Biography by Akhil Reed Amar,article_120219
Grade 11 Reading,from The Interesting Narrative of the Life of Olaudah Equiano by Olaudah Equiano,article_120220
Grade 11 Reading,"To His Excellency, General Washington by Phillis Wheatley",article_120221
Grade 11 Reading,Old South Meeting House by January Gill O'Neil,article_120222
Grade 11 Reading,Pericles' Funeral Oration by Thucydides (Part I),article_120223
Grade 11 Reading,Pericles' Funeral Oration by Thucydides (Part II),article_120224
Grade 11 Reading,Reflections On The Bicentennial Of The United States Constitution by Thurgood Marshall,article_120225
Grade 11 Reading,from the Iroquis Constitution by Dekanawidah,article_120226
Grade 11 Reading,A Quilt of a Country by Anna Quindlen,article_120227
Grade 11 Reading,The Devil and Tom Walker by Washington Irving (Part I),article_120228
Grade 11 Reading,The Devil and Tom Walker by Washington Irving (Part II),article_120229
Grade 11 Reading,from Twelve Years a Slave by Solomon Northup,article_120230
Grade 11 Reading,Voyage by Carmen Tafolla,article_120231
Grade 11 Reading,Englishmen's Footprints by Cheryl Savageau,article_120232
Grade 11 Reading,Verses Upon the Burning of Our House by Anne Bradstreet,article_120233
Grade 11 Reading,Building a Democracy,article_120234
Grade 11 Reading,Thomas Jefferson: The Best of Enemies by Ron Chernow,article_120235
Grade 11 Reading,A Soldier for the Crown by Charles Johnson,article_120236
Grade 11 Reading,from The Autobiography by Benjamin Franklin,article_120237
Grade 11 Reading,On Being Brought from Africa to America by Phillis Wheatley,article_120238
Grade 11 Reading,Sympathy by Paul Laurence Dunbar,article_120239
Grade 11 Reading,Letter to John Adams by Abigail Adams,article_120240
Grade 11 Reading,Abigail Adams' Last Act of Defiance by Woody Holton,article_120241
Grade 11 Reading,Democracy by Langston Hughes,article_120242
Grade 11 Reading,from Up From Slavery,article_120243
Grade 11 Reading,Focus Period: 1800-1870 An American Identity,article_120244
Grade 11 Reading,from the Preface to the 1855 Edition of Leaves of Grass by Walt Whitman,article_120245
Grade 11 Reading,from Song of Myself by Walt Whitman,article_120246
Grade 11 Reading,I Hear America Singing & O Captain! My Captain! by Walt Whitman,article_120247
Grade 11 Reading,On the Beach at Night Alone by Walt Whitman,article_120248
Grade 11 Reading,Fame is a fickle food by Emily Dickinson,article_120249
Grade 11 Reading,The Soul selects her own Society – & The Soul unto itself by Emily Dickinson,article_120250
Grade 11 Reading,They shut me up in Prose – & There is a solitude of space by Emily Dickinson,article_120251
Grade 11 Reading,I heard a Fly buzz – when I died – by Emily Dickinson,article_120252
Grade 11 Reading,I’m Nobody! Who are you? by Emily Dickinson,article_120253
Grade 11 Reading,"from Emily Dickinson, from Great Lives by BBC Radio 4",article_120254
Grade 11 Reading,Transcendentalism,article_120255
Grade 11 Reading,"from Nature, from Self-Reliance by Ralph Waldo Emerson",article_120256
Grade 11 Reading,"from Where I Lived, and What I Lived For from Walden by Henry David Thoreau",article_120257
Grade 11 Reading,from The Conclusion from Walden by Henry David Thoreau,article_120258
Grade 11 Reading,from Civil Disobedience by Henry David Thoreau,article_120259
Grade 11 Reading,"You Got a Song, Man by Martin Espada",article_120260
Grade 11 Reading,The Love Song of J. Alfred Prufrock by T.S. Eliot,article_120261
Grade 11 Reading,A Wagner Matinee by Willa Cather (Part I),article_120262
Grade 11 Reading,A Wagner Matinee by Willa Cather (Part II),article_120263
Grade 11 Reading,from Sweet Land of . . . Conformity? by Claude Fischer,article_120264
Grade 11 Reading,Young Goodman Brown by Nathaniel Hawthorne (Part I),article_120265
Grade 11 Reading,Young Goodman Brown by Nathaniel Hawthorne (Part II),article_120266
Grade 11 Reading,Young Goodman Brown by Nathaniel Hawthorne (Part III),article_120267
Grade 11 Reading,My Name Is Casares by Oscar Casares (Part I),article_120268
Grade 11 Reading,My Name Is Casares by Oscar Casares (Part II),article_120269
Grade 11 Reading,Hamadi by Naomi Shihab Nye (Part I),article_120270
Grade 11 Reading,Hamadi by Naomi Shihab Nye (Part II),article_120271
Grade 11 Reading,Reckless Genius by Galway Kinnell,article_120272
Grade 11 Reading,The Individual and Society,article_120273
Grade 11 Reading,My Friend Walt Whitman by Mary Oliver,article_120274
Grade 11 Reading,In the Season of Change by Teresa Palomo Acosta,article_120275
Grade 11 Reading,from Last Child in the Woods by Richard Louv,article_120276
Grade 11 Reading,The Minister's Black Veil by Nathaniel Hawthorne (Part I),article_120277
Grade 11 Reading,The Minister's Black Veil by Nathaniel Hawthorne (Part II),article_120278
Grade 11 Reading,The Minister's Black Veil by Nathaniel Hawthorne (Part III),article_120279
Grade 11 Reading,The Fall of the House of Usher by Edgar Allan Poe (Part I),article_120280
Grade 11 Reading,The Fall of the House of Usher by Edgar Allan Poe (Part II),article_120281
Grade 11 Reading,The Fall of the House of Usher by Edgar Allan Poe (Part III),article_120282
Grade 11 Reading,The Fall of the House of Usher by Edgar Allan Poe (Part IV),article_120283
Grade 11 Reading,The Pointlessness of Unplugging by Casey N. Cep,article_120284
Grade 11 Reading,The Raven by Edgar Allan Poe,article_120285
Grade 11 Reading,The Feather Pillow by Horacio Quiroga,article_120286
Grade 11 Reading,Pastoral by Jennifer Chang,article_120287
Grade 11 Reading,The Zigzag Road to Rights,article_120288
Grade 11 Reading,Focus Period: 1850-1890 Civil War and Social Change,article_120289
Grade 11 Reading,from What to the Slave Is the Fourth of July by Frederick Douglass,article_120290
Grade 11 Reading,Gettysburg Address by Abraham Lincoln,article_120291
Grade 11 Reading,Second Inaugural Address by Abraham Lincoln,article_120292
Grade 11 Reading,The Story of an Hour by Kate Chopin,article_120293
Grade 11 Reading,The Harlem Renaissance,article_120294
Grade 11 Reading,The Poetry of Langston Hughes by Langston Hughes,article_120295
Grade 11 Reading,A Black Man Talks of Reaping by Arna Bontemps,article_120296
Grade 11 Reading,Sonnet by James Weldon Johnson,article_120297
Grade 11 Reading,Ain't I a Woman by Sojourner Truth,article_120298
Grade 11 Reading,Declaration of Sentiments by Elizabeth Cady Stanton,article_120299
Grade 11 Reading,from An Address of Female Suffrage by Cathatine Esther Beecher,article_120300
Grade 11 Reading,Douglass by Paul Laurence Dunbar,article_120301
Grade 11 Reading,The Fifth Fact by Sarah Browning,article_120302
Grade 11 Reading,"Speech to the Young, Speech to the Progress-toward by Gwendolyn Brooks",article_120303
Grade 11 Reading,from The Warmth of Other Suns by Isabel Wilkerson (Part I),article_120304
Grade 11 Reading,from The Warmth of Other Suns by Isabel Wilkerson (Part II),article_120305
Grade 11 Reading,Speech at the United Nations by Malala Yousafzai,article_120306
Grade 11 Reading,Credo: What I Believe by Neil Gaiman,article_120307
Grade 11 Reading,The Quest for Freedom,article_120308
Grade 11 Reading,To My Old Master by Jourdon Anderson,article_120309
Grade 11 Reading,The Aftermath of the Civil War,article_120310
Grade 11 Reading,Building the Transcontinental Railroad by Iris Chang (Part I),article_120311
Grade 11 Reading,Building the Transcontinental Railroad by Iris Chang (Part II),article_120312
Grade 11 Reading,from Incidents in the Life of a Slave Girl by Harriet Jacobs,article_120313
Grade 11 Reading,Letter to Sarah Ballou by Sullivan Ballou,article_120314
Grade 11 Reading,from The Fortunes by Peter Ho Davies (Part I),article_120315
Grade 11 Reading,from The Fortunes by Peter Ho Davies (Part II),article_120316
Grade 11 Reading,"Go Down, Moses; Follow the Drinking Gourd; Swing Low, Sweet Chariot",article_120317
Grade 11 Reading,Imagine the Angels of Bread by Martin Espada,article_120318
Grade 11 Reading,Planning Your Trip to Gold Country,article_120319
Grade 11 Reading,"Focus Period: 1880-1920 Bright Horizons, Challenging Realities",article_120320
Grade 11 Reading,Mark Twain: The American Bard,article_120321
Grade 11 Reading,from Life on the Mississippi by Mark Twain,article_120322
Grade 11 Reading,The Notorious Jumping Frog of Calaveras County by Mark Twain,article_120323
Grade 11 Reading,A White Heron by Sarah Orne Jewett (Part I),article_120324
Grade 11 Reading,A White Heron by Sarah Orne Jewett (Part II),article_120325
Grade 11 Reading,A Literature of Place by Barry Lopez,article_120326
Grade 11 Reading,from Dust Tracks on a Road by Zora Neale Hurston (Part I),article_120327
Grade 11 Reading,from Dust Tracks on a Road by Zora Neale Hurston (Part II),article_120328
Grade 11 Reading,"Chicago, Wilderness by Carl Sandburg",article_120329
Grade 11 Reading,"In the Longhouse, Oneida Museum by Roberta Hill",article_120330
Grade 11 Reading,Cloudy Day by Jimmy Santiago Baca,article_120331
Grade 11 Reading,Introduction from The Way to Rainy Mountain by N. Scott Momaday (Part I),article_120332
Grade 11 Reading,Introduction from The Way to Rainy Mountain by N. Scott Momaday (Part II),article_120333
Grade 11 Reading,from The Devil's Highway by Luis Alberto Urrea,article_120334
Grade 11 Reading,A Journey Through Texas by Alvar Núñez Cabeza de Vaca,article_120335
Grade 11 Reading,Untying the Knot from Pilgrim at Tinker Creek by Annie Dillard,article_120336
Grade 11 Reading,The Wood-Pile by Robert Frost,article_120337
Grade 11 Reading,Birches by Robert Frost,article_120338
Grade 11 Reading,America Transformed,article_120339
Grade 11 Reading,To Build a Fire by Jack London (Part I),article_120340
Grade 11 Reading,To Build a Fire by Jack London (Part II),article_120341
Grade 11 Reading,To Build a Fire by Jack London (Part III),article_120342
Grade 11 Reading,The Lowest Animal by Mark Twain,article_120343
Grade 11 Reading,The Fourth Industrial Revoluton Is Here. Are You Ready? by Bernard Marr,article_120344
Grade 11 Reading,from The Jungle by Upton Sinclair,article_120345
Grade 11 Reading,Food Product Design from Fast Food Nation by Eric Schlosser (Part I),article_120346
Grade 11 Reading,Food Product Design from Fast Food Nation by Eric Schlosser (Part II),article_120347
Grade 11 Reading,Ode to Cheese Fries by Jose Olivarez,article_120348
Grade 11 Reading,The Men in the Storm by Stephen Crane,article_120349
Grade 11 Reading,A Journey by Edith Wharton (Part I),article_120350
Grade 11 Reading,A Journey by Edith Wharton (Part II),article_120351
Grade 11 Reading,Glass-Lung by Anjali Sachdeva (Part I),article_120352
Grade 11 Reading,Glass-Lung by Anjali Sachdeva (Part II),article_120353
Grade 11 Reading,Glass-Lung by Anjali Sachdeva (Part III),article_120354
Grade 11 Reading,Glass-Lung by Anjali Sachdeva (Part IV),article_120355
Grade 11 Reading,Glass-Lung by Anjali Sachdeva (Part V),article_120356
Grade 11 Reading,"Healthy Eaters, Strong Minds: What School Gardens Teach Kids by Paige Pfleger",article_120357
Grade 11 Reading,Science Fiction: A Mirror of Our Fears,article_120358
Grade 11 Reading,Focus Period: 1920-1960 Times of Trouble,article_120359
Grade 11 Reading,How to Read Drama,article_120360
Grade 11 Reading,Modern American Drama,article_120361
Grade 11 Reading,Arthur Miller and The Crucible,article_120362
Grade 11 Reading,"The Crucible, Act I by Arthur Miller (Part I)",article_120363
Grade 11 Reading,"The Crucible, Act I by Arthur Miller (Part II)",article_120364
Grade 11 Reading,"The Crucible, Act I by Arthur Miller (Part III)",article_120365
Grade 11 Reading,"The Crucible, Act I by Arthur Miller (Part IV)",article_120366
Grade 11 Reading,"The Crucible, Act I by Arthur Miller (Part V)",article_120367
Grade 11 Reading,"The Crucible, Act I by Arthur Miller (Part VI)",article_120368
Grade 11 Reading,"The Crucible, Act I by Arthur Miller (Part VII)",article_120369
Grade 11 Reading,"The Crucible, Act II by Arthur Miller (Part I)",article_120370
Grade 11 Reading,"The Crucible, Act II by Arthur Miller (Part II)",article_120371
Grade 11 Reading,"The Crucible, Act II by Arthur Miller (Part III)",article_120372
Grade 11 Reading,"The Crucible, Act II by Arthur Miller (Part IV)",article_120373
Grade 11 Reading,"The Crucible, Act III by Arthur Miller (Part I)",article_120374
Grade 11 Reading,"The Crucible, Act III by Arthur Miller (Part II)",article_120375
Grade 11 Reading,"The Crucible, Act III by Arthur Miller (Part III)",article_120376
Grade 11 Reading,"The Crucible, Act III by Arthur Miller (Part IV)",article_120377
Grade 11 Reading,"The Crucible, Act IV by Arthur Miller (Part I)",article_120378
Grade 11 Reading,"The Crucible, Act IV by Arthur Miller (Part II)",article_120379
Grade 11 Reading,"The Crucible, Act IV by Arthur Miller (Part III)",article_120380
Grade 11 Reading,from Farewell to Manzanar by Jeanne Wakatsuki Houston and James D. Houston (Part I),article_120381
Grade 11 Reading,from Farewell to Manzanar by Jeanne Wakatsuki Houston and James D. Houston (Part II),article_120382
Grade 11 Reading,Runagate Runagate by Robert Hayden,article_120383
Grade 11 Reading,Antojos by Julia Alvarez (Part I),article_120384
Grade 11 Reading,Antojos by Julia Alvarez (Part II),article_120385
Grade 11 Reading,from On Duties by Cicero,article_120386
Grade 11 Reading,What You Don't Know Can Kill You by Jason Daley (Part I),article_120387
Grade 11 Reading,What You Don't Know Can Kill You by Jason Daley (Part II),article_120388
Grade 11 Reading,1-800-FEAR by Joy Gladding,article_120389
Grade 11 Reading,Bears at Raspberry Time by Hayden Carruth,article_120390
Grade 11 Reading,For Black Women Who Are Afraid by Toi Derricotte,article_120391
Grade 11 Reading,What Are You So Afraid Of? by Akiko Busch,article_120392
Grade 11 Reading,Ambush by Tim O'Brien,article_120393
Grade 11 Reading,Modern and Contemporary Voices,article_120394
Grade 11 Reading,A Rose for Emily by William Faulkner (Part I),article_120395
Grade 11 Reading,A Rose for Emily by William Faulkner (Part II),article_120396
Grade 11 Reading,Mending Wall by Robert Frost,article_120397
Grade 11 Reading,My Dungeon Shook: Letter to My Nephew by James Baldwin,article_120398
